"Seg","Ter","Qua","Qui","Sex"
0.0100316835304183,0.0175845678467582,0.0405336602890873,0.00945523391139882,0.00124902324965833
0.00117147691495162,-0.000826726453686347,-0.00885318149661796,0.0438605625762992,-0.0161604077653593
NA,0.0203380494768512,0.00113102834325079,0.00657399500937771,0.0201907286075555
0.00703065862018757,0.0257171005965589,-0.0262906019304923,-0.00939046053221703,-0.0265685255263798
-0.0163502476026524,0.0116444127252845,-0.0147821803182959,0.0407660868784056,-0.0142189231805728
0.0129730194131391,-0.00892788042984608,-0.0209370859490572,0.0300058001411452,0.0256577840661961
0.0101538389235633,-0.0200601818042472,0.00559123247169374,0.0303395543794603,0.0111276187554862
NA,0.00569037905295225,0.0260069947431525,-0.0493696523976071,-0.00804412148526046
-0.00621789710925061,0.0150815796138802,-0.0166854001716206,0.0156853851108146,0.0218135396465139
0.046313194518206,0.00990525838864498,-0.0437463622480479,0.0111468295562322,0.0207365902595676
0.0208692170521522,-0.0396458357812364,-0.0232660226988133,-0.00179421169299308,-0.0163243450773489
-0.00412952851748214,-0.00740058574703124,0.0105342920954373,-0.0106149016052407,0.00197077814202818
-0.0208726922326353,-0.0140718480850063,0.00637062228627319,0.0190216536790424,-0.00222413274824784
-0.0120019380504817,0.0093552432363132,0.0422402028428069,-0.00777791347452209,0.0173006547717049
0.0457439301398812,0.0109595832084192,-0.017905898381331,0.0282419171518848,NA
0.00750928479062982,-0.0185483388665407,-0.00166549535341009,0.020328379817582,0.0254333422378539
-0.0154998050794864,0.0361905859929541,-0.0462199840658751,-0.0216939430012459,0.0430417881092906
-0.010438886404766,0.00645483256134369,-0.0266079248100508,0.0443330176003319,0.0107598629070762
0.0414262094580289,-0.0184955893467843,0.0346876269823666,0.021002213679955,-0.0214155567794355
-0.00715055435998143,-0.0171917594869456,0.0481330407202634,0.00495042759818209,0.00327140816496935
-0.0300165690016181,0.00462503862498253,-0.0100785667433445,-0.0119139653151941,-0.0266024747908343
NA,-0.00209099072193327,0.0016245840163655,-0.00761219078313707,0.0179557400819472
0.0112849568118822,-0.0145598506978849,0.00929146513648778,0.0217143257511416,0.0457088100989079
0.0573016278120579,-0.012450562514305,-0.0274494552424108,0.0275687711391057,-0.00982678530666918
NA,-0.0266258185056056,0.00421717135337026,-0.0219644565308153,-0.0331393888327348
0.00184990375397112,0.0356312736812111,-0.0145237757490535,0.014467274439776,-0.00973379299220814
NA,-0.0144419107584843,-0.010953252119771,-0.00747246182910336,0.00382600066685183
0.0139202198857608,0.0417030003544001,0.00488315975832855,-0.00436468465616535,-0.00933829282584824
0.0078882163337978,-0.0190240658951338,-0.00981126562997227,-0.00876708908746224,0.0178659835290841
0.0120021015562172,0.026294573926224,-0.0654380713668505,-0.0276696436168132,-0.0146384628509509
0.00676081575995911,0.0137005948512438,-0.0270559362282512,-0.00299420926733934,0.00367981289120327
0.0112935434262771,-0.00624662229002216,-0.0231156366625721,0.00848309270087585,-0.015926351544117
-0.008631372667751,0.00496155441456233,0.00554478976295773,0.00518237912630449,0.0149667034187422
0.0346172254113611,0.00467260755458142,0.00378014592371034,-0.0100753058810328,0.0397206281169496
0.0226022638574974,0.00652419699622759,0.00754873087077174,0.00487768459536594,0.0177441441490723
NA,0.0166863471533624,-0.0194794714805768,-0.00038199867144627,-0.0221417366463538
-0.0132822841033859,0.0575570389743511,-0.000387629275168142,0.0282006064512531,0.00353891282886802
0.00159187734303798,0.00828148438543767,0.014484881481608,-0.0085084930998635,0.0127015939881669
0.00534930361654612,0.00348342273621601,-0.0194733559835373,0.0147457232386289,0.0193852600946514
-0.0285256303182656,-0.0351748377952611,-0.000924382778471258,0.00957512656455515,0.0508783226834418
0.0345173004387088,0.0133164524160147,-0.00061605659465465,-0.0378398604261503,0.0243089143095878
-0.0330767209118619,-0.00565312616481502,0.00886888955287428,0.00129389851713998,-0.025254705194205
-0.027641153715428,-0.0121444118713822,0.0767357893107918,0.0198635526262044,-0.0402478857543878
0.00587925461778761,0.0195342556255616,0.0347544394211765,0.0267311332458076,-0.0333633231460649
-0.0374085358859636,-0.00240073314726778,0.0185646614487229,-0.0821494964214548,-0.0170262599945573
