"retornos","Date","wday","wdayname","month_day","week","wk_total"
0.00744660943675268,2021-07-21,4,"qua",21,"29",82
0.0168444246661925,2021-07-22,5,"qui",22,"29",82
0.0123366108022325,2021-07-23,6,"sex",23,"29",82
-0.00214045283313469,2021-07-26,2,"seg",26,"30",83
-0.00868354645979086,2021-07-27,3,"ter",27,"30",83
-0.00111680041163109,2021-07-28,4,"qua",28,"30",83
0.000978264967583353,2021-07-29,5,"qui",29,"30",83
-0.0055497242582897,2021-07-30,6,"sex",30,"30",83
-0.000315878694101768,2021-08-02,2,"seg",2,"31",84
0.00807523328233062,2021-08-03,3,"ter",3,"31",84
-0.002124495021672,2021-08-04,4,"qua",4,"31",84
0.0105056678473467,2021-08-05,5,"qui",5,"31",84
-0.000207232668829715,2021-08-06,6,"sex",6,"31",84
-0.00390383484811196,2021-08-09,2,"seg",9,"32",85
-0.00655493734683943,2021-08-10,3,"ter",10,"32",85
0.00178051248582256,2021-08-11,4,"qua",11,"32",85
0.00996684398117398,2021-08-12,5,"qui",12,"32",85
0.0104896588143242,2021-08-13,6,"sex",13,"32",85
0.00597575538379869,2021-08-16,2,"seg",16,"33",86
-0.00515960274624028,2021-08-17,3,"ter",17,"33",86
-0.00801820698866085,2021-08-18,4,"qua",18,"33",86
0.0207752133301438,2021-08-19,5,"qui",19,"33",86
0.025575348860494,2021-08-20,6,"sex",20,"33",86
0.000952848647301607,2021-08-23,2,"seg",23,"34",87
-0.00666338106016828,2021-08-24,3,"ter",24,"34",87
-0.00201567976365868,2021-08-25,4,"qua",25,"34",87
-0.00966860005732939,2021-08-26,5,"qui",26,"34",87
0.00210640612666979,2021-08-27,6,"sex",27,"34",87
0.012912034522514,2021-08-30,2,"seg",30,"35",88
-0.00563256702305825,2021-08-31,3,"ter",31,"35",88
-0.000165688350243554,2021-09-01,4,"qua",1,"35",88
-0.00225290073646667,2021-09-02,5,"qui",2,"35",88
-3.31363114687289e-05,2021-09-03,6,"sex",3,"35",88
-0.00318795893000134,2021-09-07,3,"ter",7,"36",89
9.9933375639738e-05,2021-09-08,4,"qua",8,"36",89
-0.00985973514785521,2021-09-09,5,"qui",9,"36",89
-0.0051808544995795,2021-09-10,6,"sex",10,"36",89
0.00432856189833641,2021-09-13,2,"seg",13,"37",90
0.00942799115889392,2021-09-14,3,"ter",14,"37",90
0.0167784043797137,2021-09-15,4,"qua",15,"37",90
0.0013122301384898,2021-09-16,5,"qui",16,"37",90
-0.0175283598141395,2021-09-17,6,"sex",17,"37",90
-0.0185747393633032,2021-09-20,2,"seg",20,"38",91
0.00169894672234916,2021-09-21,3,"ter",21,"38",91
0.012822249504298,2021-09-22,4,"qua",22,"38",91
0.00328223940876526,2021-09-23,5,"qui",23,"38",91
-0.000701001473501162,2021-09-24,6,"sex",24,"38",91
-0.0173041352803581,2021-09-27,2,"seg",27,"39",92
-0.0362036357526352,2021-09-28,3,"ter",28,"39",92
0.00169304112099122,2021-09-29,4,"qua",29,"39",92
-0.00732389788732402,2021-09-30,5,"qui",30,"39",92
0.0254681919300281,2021-10-01,6,"sex",1,"39",92
